你好！	Nǐ hǎo!	Hello!	[sound:tmp1cctcn.mp3] 
我不会说法语，也不会说德语。	wǒ bùhuì shuō fayǔ , yě bùhuì shuō déyǔ .	I can speak neither French nor German.	[sound:332877.mp3]
他挣了很多钱。	Tā zhèngle hěn duō qián.	He made a lot of money.	[sound:tmpwcojlw.mp3]
我也碰到过和你一样的问题。	wǒ yě pèngdào guò hé nǐ yīyàng de wèntí .	I have the same trouble as you had.	[sound:333297.mp3]
他们肯定会相恋的。	tāmen kěndìng huì xiāng liàn de .	They are sure to fall in love.	[sound:334616.mp3]
她对摄影很感兴趣。	Tā duì shèyǐng hěn gǎn xìngqù.	She's very interested in photography.	[sound:tmpvhunop.mp3]
他对摄影有兴趣。	Tā duì shèyǐng yǒu xìngqù.	He's interested in photography.	[sound:tmpfp0eud.mp3]
妈妈培养孩子对音乐的兴趣。	Māma péiyǎng háizi duì yīnyuè de xìngqù.	The mother is developing her child's interest in music.	[sound:tmpylbfcd.mp3]
你看这个例题。	Nǐ kàn zhè gè lìtí.	Have a look at this sample question.	[sound:tmplz_iib.mp3]
Jane正要离开家。	Jane zhèng yào líkāi jiā .	Jane was about to leave the house.	[sound:333100.mp3]
Tom打电话给我的时候，我正要离开家。	Tom dǎdiànhuàgěi wǒ de shíhou , wǒ zhèng yào líkāi jiā .	I was leaving home when Tom telephoned me.	[sound:334057.mp3]
我们正要进房间。	wǒmen zhèng yào jìn fángjiān .	We were just about to enter the room.	[sound:333238.mp3]
为了弄到一个好位子，我很早就出门了。	wèile nòngdào yī gè hǎo wèizi , wǒ hěn zǎo jiù chūmén le .	I left home early so as to get a good seat.	[sound:333909.mp3]
我想打篮球。	Wǒ xiǎng dǎ lánqiú.	I want to play basketball.	[sound:tmpzr5mpp.mp3]
他们在打篮球。	Tāmen zài dǎ lánqiú.	They're playing basketball.	[sound:tmpv2qbte.mp3]
他喜欢打篮球。	Tā xǐhuan dǎ lánqiú.	He likes playing basketball.	[sound:tmpgkemsz.mp3]
我喜欢打篮球。	Wǒ xǐhuan dǎ lánqiú.	I like playing basketball.	[sound:tmpmnkh6q.mp3]
西藏属于中国。	Xīzàng shǔyú Zhōngguó.	Tibet belongs to China.	[sound:tmpd5l88i.mp3]
这个工厂很大。	Zhè gè gōngchǎng hěn dà.	This is a very large factory.	[sound:tmpezzf3s.mp3]
不久以前,他住的地方离工厂很远。	Bù jiǔ yǐqián, tā zhùde dìfang lí gōngchǎng hěn yuǎn.	Until recently, he lived very far from the factory.	[sound:R074-06.mp3]
宿舍在工厂旁边。	Sùshè zài gōngchǎng pángbiān.	The dormitory is next to the factory.	[sound:R061-03.mp3]
他有一家工厂。	Tā yǒu yī jiā gōngchǎng.	He owns a factory.	[sound:tmpgt32ov.mp3]
工厂生产产品。	Gōngchǎng shēngchǎn chǎnpǐn.	The factory makes products.	[sound:tmpcoh51a.mp3]
这家工厂的生产设备很新。	Zhèjiā gōngchǎng de shēngchǎn shèbèi hěn xīn.	This factory's equipment in very new.	[sound:tmp0bw6at.mp3]
这家公司生产汽车。	Zhè jiā gōngsī shēngchǎn qìchē.	This company manufactures cars.	[sound:tmpsbnlzn.mp3]
有了汽车很方便。	Yǒule qìchē hěn fāngbiàn.	It's very convenient to have a car.	[sound:tmpd3hd2f.mp3]
请教我怎么挑质量好的汽车。	Qǐng jiāo wǒ zěnme tiāo zhìliàng hǎo de qìchē.	Please teach me how to pick a high quality car.	[sound:R101-05.mp3]
工厂制造产品。	Gōngchǎng zhìzào chǎnpǐn.	Factories manufacture products.	[sound:tmpp4drmr.mp3]
这家工厂制造出来许多新产品。	Zhèjiā gōngchǎng zhìzào chū lái xǔduō xīn chǎnpǐn.	This factory developed a lot of new products.	[sound:tmpz2kx9b.mp3]
他在制造面包。	Tā zài zhìzào miànbāo.	He is manufacturing bread loaves.	[sound:tmp4u8swq.mp3]
面包吃了一半。	Miànbāo chīle yībàn.	(She) has eaten half of the roll.	[sound:tmpxe4dj0.mp3]
公路上的汽车太多了。	Gōnglù shàng de qìchē tài duō le.	There are too many cars on the highway.	[sound:tmpqwwfbs.mp3]
他考试拿了满分是真的。	tā kǎoshì ná le mǎnfēn shì zhēnde .	It is true that he got full marks on the test.	[sound:334260.mp3]
我认识这个汉字。	Wǒ rènshi zhè gè Hànzì.	I know this Chinese character.	[sound:tmpop5yjw.mp3]
看汉字，最好重复看。	Kàn Hànzì, zuì hǎo chóngfù kàn.	It's best to review Chinese characters repeatedly in order to learn them.	[sound:tmpzmfq3f.mp3]
中国的汉字很难写。	Zhōngguó de Hànzì hěn nán xiě.	Chinese characters are hard to write.	[sound:tmpjnu3gq.mp3]
写汉字很难。	Xiě Hànzì hěn nán.	Writing Chinese is very difficult.	[sound:G013-04.mp3]
他会写汉字。	Tā huì xiě hànzì.	He knows how to write Chinese.	[sound:R009-05.mp3]
A你认识汉字吗?<br/>B我不认识。	Nǐ rènshi hànzì ma?<br />Wǒ bú rènshi.	Can you read Chinese characters?<br />I can't read them.	[sound:R017-DLG.mp3]
A写汉字难吗?<br/>B很难。我不认识汉字。	Xiě hànzì nán ma?<br />Hěn nán. Wǒ bú rènshí hànzì.	Is it difficult to write Chinese characters?<br />Yes, it's very difficult. I can't make out Chinese characters.	[sound:R013-DLG.mp3]
我的同事会写汉字。	Wǒ de tóngshì huì xiě hànzì.	My coworker knows how to write Chinese.	[sound:R009-06.mp3]
A您会写汉字吗?<br/>B不会,我不会写。	Nín huì xiě hànzì ma?<br />Bú huì, wǒ bú huì xiě.	Can you write Chinese?<br />No, I can't. I can't write it.	[sound:R009-DLG.mp3]
A可能，不过我觉得汉语口语不太难。<br/>B但是认识汉字太难了。	Kěnéng, búguò wǒ juéde Hànyǔ kǒuyǔ bú tài nán.<br />Dànshì rènshi Hànzì tài nán le.	Maybe, but I think spoken Chinese is really easy.<br />But Chinese characters are too difficult.	[sound:R035-DLG.mp3]
他是偷车贼。	Tā shì tōuchē zéi.	He's a car thief.	[sound:tmpa7qdof.mp3]
这个男人真贼。	Zhè gè nánren zhēn zéi.	This man is really cunning.	[sound:tmpw6ydle.mp3]
她想把电脑给砸了。	Tā xiǎng bǎ diànnǎo gěi zá le.	She'd like to smash her computer.	[sound:tmpkstn3v.mp3]
他的演讲很不错。	Tāde yǎnjiǎng hěn bù cuò.	He made a good speech.	[sound:tmpwpyh1p.mp3]
我没有一次演讲的时候是不紧张的。	wǒ méiyǒu yī cì yǎnjiǎng de shíhou shì bù jǐnzhāng de.	I've never (not even one time) made a speech without being nervous.	[sound:334782.mp3]
我去听他的演讲去晚了。	wǒ qù tīng tā de yǎnjiǎng qù wǎn le .	I arrived too late to hear his speech.	[sound:332562.mp3]
两个孩子的年龄加起来和他们的父亲相当。	liǎng ge háizi de niánlíng jiā qǐlai hé tāmen de fùqin xiāngdāng .	The ages of the two children put together was equivalent to that of their father.	[sound:334751.mp3]
他们之间斗争了好多年。	Tāmen zhījiān dòuzhēng le hǎo duō nián.	They have been fighting for a good many years.	[sound:tmpzrr6v2.mp3]
下个星期我们有一个测试。	Xiàgè xīngqī wǒmen yǒu yī gè cèshì.	We have a test next week.	[sound:R042-06.mp3]
我昨天有一个测试。	Wǒ zuótiān yǒu yī gè cèshì.	I had a test yesterday.	[sound:G024-03.mp3]
他半夜打了个电话给我。	tā bànyè dǎ le ge diànhuà gěi wǒ .	He gave me a ring at midnight.	[sound:333194.mp3]
我开车去纽约。	Wǒ kāichē qù Niǔyuē.	I'm driving to New York.	[sound:tmpeovlur.mp3]
我在纽约待了半年。	Wǒ zài Niǔyuē dāile bànnián.	I've lived in New York for half a year.	[sound:tmpyfboay.mp3]
她正在纽约出差。	Tā zhèngzài Niǔyuē chūchāi.	She is in New York on business.	[sound:tmpl1ig_m.mp3]
我居住在纽约。	Wǒ jūzhù zài Niǔyuē.	I live in New York.	[sound:tmp8hcurs.mp3]
他踩了爸爸一脚。	Tā cǎi le bàba yī jiǎo.	He stepped on his father's foot.	[sound:tmpcuspj4.mp3]
他是一个好士兵。	Tā shì yī gè hǎo shìbīng.	He is a good soldier.	[sound:tmp3uxexo.mp3]
看到信号，士兵们迅速地行动起来。	Kàn dào xìnhào, shìbīng men xùnsù de xíngdòng qǐlái.	After seeing the signal, the soldiers acted rapidly.	[sound:tmpuxqpxy.mp3]
士兵在执行一项任务。	Shìbīng zài zhíxíng yī xiàng rènwu.	The soldiers are on a mission/task.	[sound:tmpuup_jh.mp3]
这里没有异常事故发生。	Zhèli méiyǒu yìcháng shìgù fāshēng.	No unusual things ever happen here.	[sound:tmpyb3dcb.mp3]
这个问题很次要，不要太在意。	Zhè gè wèntí hěn cìyào, bù yào tài zàiyì.	This problem is secondary. Don't pay too much attention to it.	[sound:tmpvcgcmf.mp3]
他星期天去教堂。	Tā xīngqī tiān qù jiàotáng.	He goes to church on Sundays.	[sound:tmpteqlab.mp3]
她在作画。	Tā zài zuòhuà.	She's painting.	[sound:tmpsskipc.mp3]
很多美国人爱自己的祖国。	Hěn duō Měiguó rén ài zìjǐ de zǔguó.	Many Americans love their country.	[sound:tmpkrbnth.mp3]
青少年是祖国的未来。	Qīng shàonián shì zǔguó de wèilái.	The youth are the future of our nation.	[sound:tmpx3mshr.mp3]
每一个中国人都爱自己的祖国。	Měi yīge Zhōngguó rén dōu ài zìjǐ de zǔguó.	Every Chinese person loves his country.	[sound:tmpzu1zqr.mp3]
你输了。	Nǐ shū le.	You lose.	[sound:tmp5la_i6.mp3]
小强每天吃完早饭就去上学。	Xiǎo Qiáng měitiān chī wán zǎofàn jiù qù shàngxué.	Xiao Qiang goes to school every day after breakfast.	[sound:tmpozalwq.mp3]
我们7点吃了早饭。	wǒmen 7 diǎn chī le zǎofàn .	We ate breakfast at seven.	[sound:333531.mp3]
我们刚好有时间吃早饭。	wǒmen gānghǎo yǒushí jiān chī zǎofàn.	We just happen to have time to eat breakfast.	[sound:334402.mp3]
我尝一下。	Wǒ cháng yī xià.	Let me taste it.	[sound:tmp1zygqb.mp3]
今天我们学校来了个可爱的女教师。	Jīntiān wǒmen xuéxiào lái le gè kě'àide nǚjiàoshī.	A cute female teacher came to our school today.	[sound:R030-04.mp3]
他们的婚姻很美满。	Tāmen de hūnyīn hěn měimǎn.	They have a happy marriage.	[sound:tmptnmowf.mp3]
军队为国家服务。	Jūnduì wèi guójiā fúwù.	An army serves its country.	[sound:tmpwiixaj.mp3]
你可以打开窗户吗？	Nǐ kěyǐ dǎkāi chuānghu ma?	Can you open the window?	[sound:R057-02.mp3]
从窗户可以看见高楼。	cóng chuānghu kěyǐ kànjiàn gāolóu .	The high building can be seen from the window.	[sound:334202.mp3]
这里出了点差错。	Zhèli chūle diǎn chācuò.	There's something wrong here.	[sound:tmppavbeo.mp3]
她对待客人很友好。	Tā duìdài kèren hěn yǒuhǎo.	Her treatement of the guests is very friendly.	[sound:tmpwsrdqi.mp3]
这个学校的学生很友好。	zhè gè xuéxiào de xuésheng hěn yǒuhǎo .	The students of this school are kind.	[sound:334983.mp3]
狗向着我跑了过来。	gǒu xiàng zhe wǒ pǎo le guòlái .	The dog came running to me.	[sound:333968.mp3]
孩子们在玩玩具。	Háizǐmen zài wán wánjù.	The children are playing with their toys.	[sound:tmpopqwi_.mp3]
A你妹妹想去哪里?<br/>B她想去玩具店。	Nǐ mèimèi xiǎng qù nǎlǐ?<br />Tā xiǎng qù wánjùdiàn.<br />	Where does your little sister want to go?<br />She wants to go to the toy store.	[sound:R015-DLG.mp3]
孩子们在玩儿童玩具。	Háizimen zài wánr értóng wánjù.	The kids are playing with children's toys.	[sound:tmppb4pi2.mp3]
这件玩具的价格很高。	Zhèjiàn wánjù de jiàgé hěn gāo.	The price of this toy is very high.	[sound:tmprsxtia.mp3]
这家工厂专门生产玩具。	Zhè jiā gōngchǎng zhuānmén shēngchǎn wánjù.	This factory specializes in manufacturing toys.	[sound:tmpuetxkw.mp3]
他收起了他的玩具。	tā shōuqǐ le tā de wánjù .	He gathered his toys together.	[sound:334123.mp3]
没钱让我很尴尬。	Méi qián ràng wǒ hěn gāngà.	Being poor embarrasses me.	[sound:tmpdggfhe.mp3]
她很尴尬，不知道说什么。	Tā hěn gāngà, bù zhīdào shuō shénme.	She became embarrassed and didn't know what to say.	[sound:tmpqzk8cn.mp3]
我感到很尴尬。	wǒ gǎndào hěn gāngà .	I felt very awkward.	[sound:334545.mp3]
她看起来很斯文。	Tā kànqǐlái hěn sīwén.	She looks very refined.	[sound:tmptxqqch.mp3]
他在看报纸。	Tā zài kàn bàozhǐ.	He's reading a newspaper.	[sound:tmppsl8px.mp3]
我不太看报纸。	wǒ bù tài kànbào zhǐ .	I don't read newspapers much.	[sound:334407.mp3]
他在看报纸的最新消息。	Tā zài kàn bàozhǐ de zuìxīn xiāoxi.	He's reading the latest news in the paper.	[sound:tmpttq4ec.mp3]
我天天看报纸。	Wǒ tiāntiān kàn bàozhǐ.	I read the newspaper every day.	[sound:tmp9adpzj.mp3]
这是最新的教材。	Zhè shì zuì xīn de jiàocái.	This is the latest textbook.	[sound:tmpptpxjr.mp3]
这是补充教材。	Zhè shì bǔchōng jiàocái.	This is a supplementary textbook.	[sound:tmpygzuev.mp3]
她在补衣服。	Tā zài bǔ yīfu.	She is mending the garment.	[sound:tmpa1mzzy.mp3]
前方有车。	Qiánfāng yǒu chē.	There's a car ahead.	[sound:tmpyt733g.mp3]
前方有一座雪山。	Qiánfāng yǒu yī zuò xuěshān.	There is a snow-covered mountain up ahead.	[sound:tmp5ffuc_.mp3]
3的三次方等于27。	3 de sān cì fāng děngyú 27.	3 cubed is 27. <br /> 3 to the third power is 27.	[sound:333418.mp3]
一加一等于二。	Yī jiā yī děngyú èr.	One plus one equals two.	[sound:tmpfdhzwv.mp3]
这是一个水果市场。	Zhè shì yī gè shuǐguǒ shìchǎng.	This is a fruit market.	[sound:tmp9eefus.mp3]
他在切水果。	Tā zài qiè shuǐguǒ.	He's cutting the fruit.	[sound:tmptmgajs.mp3]
这些水果很新鲜。	Zhèxiē shuǐguǒ hěn xīnxian.	The fruit is very fresh.	[sound:tmpirfcmb.mp3]
超市里的水果很新鲜。	Chāoshì lǐ de shuǐguǒ hěn xīnxian.	The fruit in the supermarket is very fresh.	[sound:tmpkqnnpv.mp3]
他在画图。	Tā zài huàtú.	He is drawing a picture.	[sound:tmp7pnjs_.mp3]
小阳正在画图。	Xiǎo Yáng zhèngzài huàtú.	Xiao Yang is drawing a picture.	[sound:tmpc2yh6k.mp3]
证据证明他犯罪。	Zhèngjù zhèngmíng tā fànzuì.	The evidence proved he committed a crime.	[sound:tmpqxpk_b.mp3]
这个房间里有个电视机。	zhè gè fángjiān lǐ yǒu ge diànshìjī .	There is a television in this room.	[sound:333126.mp3]
他透露了我的秘密。	tā tòulù le wǒ de mìmì .	He disclosed my secret.	[sound:334804.mp3]
他在给她们拍照。	Tā zài gěi tāmen pāizhào.	He's taking photos for them.	[sound:tmpigak5p.mp3]
这里允许拍照吗？	zhèli yǔnxǔ pāizhào ma ?	Are we allowed to take pictures here?	[sound:332926.mp3]
请别在这里拍照。	qǐng bié zài zhèli pāizhào .	Please do not take photos here.	[sound:333345.mp3]
我们去公园拍照了。	wǒmen qù gōngyuán pāizhào le .	We went to the park to take pictures.	[sound:334382.mp3]
我能在这里拍照吗？	wǒ néng zài zhèli pāizhào ma ?	Can I take pictures here?	[sound:334387.mp3]
我喜欢拍照。	wǒ xǐhuān pāizhào .	I enjoy taking pictures.	[sound:334388.mp3]
他是公司的总经理。	Tā shì gōngsī de zǒngjīnglǐ.	He is the general manager at the company.	[sound:tmp8v6hgl.mp3]
宝宝在睡觉。	Bǎobao zài shuìjiào.	The baby is sleeping.	[sound:tmpnwhaf8.mp3]
她给客人看了她的宝宝。	tā gěi kèren kàn le tā de bǎobao .	She showed the visitor her baby.	[sound:332891.mp3]
她的面部皮肤很好。	Tā de miànbù pífū hěn hǎo.	She has a wonderful facial complexion.	[sound:tmp5mkopf.mp3]
我临时改变了主意。	Wǒ línshí gǎibiàn le zhǔyi.	I suddenly changed my mind.	[sound:tmppjvvqj.mp3]
对不起，我临时有事情。	Duìbuqǐ, wǒ línshí yǒu shìqing.	Sorry but I suddenly have a matter (to attend).	[sound:tmpbvnjvi.mp3]
机器运行稳定。	Jīqì yùnxíng wěndìng.	The machine is running stably.	[sound:tmpdtewpe.mp3]
还不知道选举的结果。	Hái bù zhīdào xuǎnjǔ de jiéguǒ.	We don't know the election results yet.	[sound:tmpq4hy7q.mp3]
下大雨了。	Xià dàyǔ le.	It's raining hard.	[sound:tmpv3xmv5.mp3]
工作紧张的时候，就要放松一下。	Gōngzuò jǐnzhāng de shíhou, jiù yào fàngsōng yīxià.	When work is stressful, you need to relax a bit.	[sound:tmppvs9ar.mp3]
一些人通过阅读来放松。	yīxiē rén tōngguò yuèdú lái fàngsōng .	Some people relax through reading.	[sound:332842.mp3]
金子比水重得多。	jīnzǐ bǐ shuǐ chóng děi duō .	Gold is far heavier than water.	[sound:332591.mp3]
这是我的足球。	Zhè shì wǒ de zúqiú.	This is my soccer ball.	[sound:tmp6bzqsz.mp3]
他喜欢看足球。	Tā xǐhuan kàn zúqiú.	He likes to watch soccer.	[sound:G023-04.mp3]
他喜欢看足球吗？	Tā xǐhuan kàn zúqiú ma?	Does he like to watch soccer?	[sound:G023-05.mp3]
我爸爸不喜欢足球。	wǒ bàba bù xǐhuān zúqiú .	My Dad doesn't like soccer. <br /> My father doesn't like soccer.	[sound:333380.mp3]
看足球比赛很刺激。	Kàn zúqiú bǐsài hěn cìjī.	Watching football games is thrilling.	[sound:tmprego0g.mp3]
他们在踢足球。	Tāmen zài tī zúqiú.	They're playing soccer.	[sound:tmphypvb9.mp3]
