Kate, 坐吧。	Kate, zuò ba.	Sit down, Kate.	[sound:332793.mp3]
她邀请我们去她的生日派对。	Tā yāoqing wǒmen qù tā de shengrì pàiduì.	She invited us to her birthday party.	[sound:333181.mp3]
她上飞机前，给我招了招手。	Tā shang fēijī qián, gěi wǒ zhāo le zhāo shoǔ.	She waved at me before she got on board the plane.	[sound:333427.mp3]
比起出门，我更喜欢待在家。	Bǐqǐ chūmén, wǒ geng xǐhuan dāi zài jiā.	I would rather stay at home than go out.	[sound:333435.mp3]
我们面前的这幢高楼是什么？	Wǒmen miànqián de zhè zhuang gāoloú shì shénme?	What is that big building in front of us?	[sound:333567.mp3]
你能把你的自行车借给我吗？	Nǐ neng bǎ nǐ de zìxingchē jiè gěi wǒ ma?	Will you lend me your bicycle?	[sound:334089.mp3]
我只想查一下我的电子邮件。	Wǒ zhǐ xiang chá yīxià wǒ de diànzǐyoújiàn.	I just wanted to check my email.	[sound:334711.mp3]
在英国的时候，我经常看参考书。	Zài Yingguó de shíhou, wǒ jingchang kàn cānkǎoshū.	While in England I often consulted the guidebook.	[sound:332428.mp3]
他很年轻，更重要的是，他很帅。	Tā hěn niánqing, geng zhongyào de shì, tā hěn shuài.	He is young and, what is more, handsome.	[sound:332576.mp3]
她对我来说是一个完全陌生的人。	Tā duìwǒláishuō shì yī gè wánquán mòsheng de rén.	She's a complete stranger to me.	[sound:334120.mp3]
我发现了我爸爸收藏了30年的报纸。	Wǒ fāxiàn le wǒ bàba shoūcang le sān shí nián de bàozhǐ.	I discovered my father collected 30 years of newpapers.	[sound:332525.mp3]
他用了一些手段来和Nancy私下交谈。	Tā yong le yīxiē shoǔduàn lái hé Nancy sīxià jiāotán.	He contrived a means of speaking to Nancy privately.	[sound:332501.mp3]
我们今天所认识的工业在那个时代不存在。	Wǒmen jīntiān suǒ rènshi de gongyè zài nèige shídài bù cúnzài.	Industry as we know it today didn't exist in those days.	[sound:334602.mp3]
除了相信对方以外，你们没什么要做的了。	Chúle xiangxìn duìfang yǐwài, nǐmen méi shénme yào zuò de le.	All you need to do is trust each other.	[sound:334922.mp3]
除了英语，这个学校的所有学生必须多学一门外语。	Chúle Yingyǔ, zhège xuéxiào de suǒyoǔ xuésheng bìxū duō xué yī mén wàiyǔ.	Any student of this school must learn one more foreign language besides English.	[sound:334274.mp3]
去踢足球吧。	Qù tī zúqiú ba.	Let's play soccer.	[sound:332489.mp3]
其他的一切都好。	Qítā de yīqiè doū hǎo.	Everything else is fine.	[sound:332555.mp3]
今天刮冷风。	Jīntiān guā leng feng.	The wind is cold today.	[sound:332571.mp3]
请写信告诉我你们学校的情况。	Qing xiě xìn gàosu wǒ nǐmen xuéxiào de qingkuang.	Please write to me about conditions at your school.	[sound:332602.mp3]
这狗跑得多快啊！	Zhè goǔ pǎo de duō kuài ā!	How fast that dog runs!	[sound:332605.mp3]
我不明白为什么你这么批评他。	Wǒ bù mingbai wèishénme nǐ zhème pīping tā.	I can't understand why you are so critical of him.	[sound:332635.mp3]
他努力工作。	Tā nǔlì gongzuò.	He works hard.	[sound:332637.mp3]
我们也去了庙里。	Wǒmen yě qù le miào lǐ.	We also went to the temple.	[sound:332717.mp3]
我也想要和你身上那件同样的外套。	Wǒ yě xiangyào hé nǐ shēnshang nèi jiàn tongyang de wàitào.	I want the same jacket as you are wearing.	[sound:332732.mp3]
爸爸乘早上7点的地铁去上班。	Bàba cheng zǎoshang qī diǎn de dìtiě qù shangbān.	Father takes the 7:00 subway to work.	[sound:332875.mp3]
迟做总比不做好。	Chí zuò zong bǐ bù zuò hǎo.	Better late than never.	[sound:332923.mp3]
这是这个诗人出生的村子。	Zhè shì zhège shīrén chūsheng de cūnzi.	This is the village where the poet was born.	[sound:332938.mp3]
我还了从图书馆借的书，又借了些新的。	Wǒ huán le cong túshūguǎn jiè de shū, yoù jiè le xiē xīn de.	I returned the books I borrowed from the library, and I borrowed some new ones.	[sound:333104.mp3]
学校因大雪停课一天。	Xuéxiào yīn dà xuě tingkè yī tiān.	School was closed for the day due to the snow.	[sound:333198.mp3]
这些天我的视力正在变差。	Zhèxiē tiān wǒ de shìlì zhengzài biàn chà.	My vision is getting worse these days.	[sound:333217.mp3]
我们正要进房间。	Wǒmen zheng yào jìn fangjiān.	We were just about to enter the room.	[sound:333238.mp3]
世界末日是什么时候？	Shìjiè mòrì shì shénme shíhou?	When will the world come to an end?	[sound:333243.mp3]
我们过去常在公园玩。	Wǒmen guòqù chang zài gongyuán wán.	We used to play in the park.	[sound:333434.mp3]
他站在街角。	Tā zhàn zài jiē jiǎo.	He was standing at the street corner.	[sound:333711.mp3]
我睡觉前总要洗个澡。	Wǒ shuìjiào qián zong yào xǐ ge zǎo.	I always take a bath before going to bed.	[sound:333718.mp3]
你不懂的词做个记号。	Nǐ bù dong de cí zuò ge jìhao.	Mark the words that you cannot understand.	[sound:333731.mp3]
我大概懂了。	Wǒ dàgài dong le.	I sort of understand.	[sound:333776.mp3]
我差不多完成了。	Wǒ chàbuduō wáncheng le.	I'm almost done.	[sound:333787.mp3]
那是幢高楼，不是吗？	Nà shì zhuang gāoloú, bù shì ma?	That is a high building, is it not?	[sound:333840.mp3]
你觉得对此该做什么？	Nǐ juéde duì cǐ gāi zuò shénme?	What do you think should be done about it?	[sound:333850.mp3]
不管是谁总比没人好。	Bù guǎn shì shéi zong bǐ méi rén hǎo.	Anybody would be better than nobody.	[sound:333892.mp3]
你介意我开窗吗？	Nǐ jièyì wǒ kāi chuang ma?	Do you mind if I open the window?	[sound:333945.mp3]
我希望最后一切都好。	Wǒ xīwang zuìhoù yīqiè doūhǎo.	I hope everything will turn out well in the end.	[sound:333980.mp3]
她肯定超过80岁了。	Tā kěnding chāoguò bā shí suì le.	She must be over eighty.	[sound:334099.mp3]
恐怕就这点上，我和你持不同意见。	Kongpà jiù zhè diǎn shang, wǒ hé nǐ chí bùtong yìjiàn.	I'm afraid that I differ with you on this point.	[sound:334267.mp3]
她还没听到这个消息。	Tā hái méi ting dào zhège xiāoxi.	She's not yet heard the news.	[sound:334281.mp3]
顺便说一句，你最近见过他吗？	Shùnbiàn shuō yījù, nǐ zuìjìn jiàn guo tā ma?	By the way, have you seen him lately?	[sound:334597.mp3]
我想和她去滑雪。	Wǒ xiang hé tā qù huáxuě.	I'd like to go skiing with her.	[sound:334617.mp3]
你这么说很失礼。	Nǐ zhème shuō hěn shīlǐ.	It is rude of you to say so.	[sound:334635.mp3]
你不能喝海水，因为它太咸了。	Nǐ bù neng hē hǎishuǐ, yīnwèi tā tài xián le.	You can't drink seawater because it's too salty.	[sound:334680.mp3]
我明天需要知道。	Wǒ mingtiān xūyào zhīdào.	I need to know tomorrow.	[sound:334716.mp3]
我们联系上他们已经为时已晚。	Wǒmen liánxì shang tāmen yǐjing wéishíyǐwǎn.	We were unable to make contact with them until it was too late.	[sound:334721.mp3]
这是谁建的？	Zhè shì shéi jiàn de?	Who built it?	[sound:334743.mp3]
你觉得他会对什么主题感兴趣？	Nǐ juéde tā huì duì shénme zhǔtí gǎn xingqù?	What subject do you think he is interested in?	[sound:334778.mp3]
我没有一次演讲的时候是不紧张的。	Wǒ méiyoǔ yīcì yǎnjiang de shíhou shì bù jǐnzhang de.	I never make a speech without being nervous.	[sound:334782.mp3]
你凭什么叫我走？	Nǐ ping shénme jiào wǒ zoǔ?	Who are you to tell me to get out?	[sound:334808.mp3]
告诉我他怎么弄到的。	Gàosu wǒ tā zěnme nongdào de.	Tell me how he got it.	[sound:334814.mp3]
我是牛津大学的学生。	Wǒ shì Niújīn Dàxué de xuésheng.	I am a student at Oxford University.	[sound:334867.mp3]
她看上去很伤心。	Tā kànshangqu hěn shangxīn.	She looked sad.	[sound:334870.mp3]
这个岛在日本的南面。	Zhège dǎo zài Rìběn de nánmiàn.	This island is in the south of Japan.	[sound:334894.mp3]
这个犯罪和我一点关系都没有。	Zhège fànzuì hé wǒ yīdiǎn guānxi doū méiyoǔ.	I have nothing to do with the crime.	[sound:334900.mp3]
昨晚我们听了总统在电视上的讲话。	Zuówǎn wǒmen ting le zongtong zài diànshì shang de jianghuà.	Yesterday evening we heard the President talk on television.	[sound:334904.mp3]
他是个网球球手。	Tā shì ge wangqiú qiúshoǔ.	He is a tennis player.	[sound:335092.mp3]
我觉得他有几分像个诗人。	Wǒ juéde tā yoǔ jǐfēn xiang ge shīrén.	I think he is something of a poet.	[sound:335116.mp3]
如果我是你，我会在这种困难的情况下做同样的事。	Rúguǒ wǒ shì nǐ, wǒ huì zài zhè zhong kùnnan de qingkuang xià zuò tongyang de shì.	If I were you, I would have done the same thing in such a difficult situation.	[sound:333049.mp3]
我不知道这个城市，而且我一点都不懂那里的语言。	Wǒ bù zhīdào zhège chengshì, érqiě wǒ yīdiǎn doū bù dong nàli de yǔyán.	I didn't know the city, and what's more, I couldn't speak a word of the language.	[sound:333895.mp3]
这小女孩如果没人关心的话，就要走上歪路了。	Zhè xiáo nvhái rúguǒ méi rén guānxīn de huà, jiù yào zoǔ shang wāi lù le.	The little girl will go astray if no one cares much about her.	[sound:333851.mp3]
你只要在这里写下你的姓名和地址就行了。	Nǐ zhǐyào zài zhèli xiěxià nǐ de xing ming hé dìzhǐ jiù xing le.	All you have to do is to write your name and address here.	[sound:333070.mp3]
他的分数总比我高，尽管他学习得少一点。	Tā de fēnshù zong bǐ wǒ gāo, jǐnguǎn tā xuéxí de shǎo yīdiǎn.	His scores are always better than mine, even though he doesn't study very much.	[sound:333649.mp3]
我在伦敦的时候，应该会去看一两场演出。	Wǒ zài Lúndūn de shíhou, yinggāi huì qù kàn yī liang chang yǎnchū.	When I am in London, I will most probably go catch a few performances.	[sound:335021.mp3]
我怎么可能是机器人呢？机器人不会做梦。	Wǒ zěnme kěneng shì jīqìrén ne? jīqìrén bù huì zuòmeng.	How could I be a robot? Robots don't dream.	[sound:335041.mp3]
我们整个夏天都和他们待在一起。	Wǒmen zhenggè xiàtiān doū hé tāmen dāi zài yīqǐ.	We stayed with them all through the summer.	[sound:333073.mp3]
Donna是含着金钥匙出生的。	Donna shì hán zhe jīn yàoshi chūsheng de.	Donna was born with a silver spoon in her mouth.	[sound:333153.mp3]
尤其是要注意你吃的和喝的东西。	Yoúqí shì yào zhùyì nǐ chī de hé hē de dongxi.	You have to pay special attention to what you eat and drink.	[sound:333548.mp3]
她把大部分钱都用在买裙子上了。	Tā bǎ dàbùfen qián doū yong zài mǎi qúnzi shang le.	She spends most of her money on her dresses.	[sound:334411.mp3]
你可以想象在月球上行走吗？	Nǐ kěyǐ xiangxiang zài yuèqiú shang xingzoǔ ma?	Can you imagine walking on the moon?	[sound:332556.mp3]
她给我讲了一个有趣的故事。	Tā gěi wǒ jiang le yī gè yoǔqù de gùshi.	She told me an interesting story.	[sound:332583.mp3]
她不会乘飞机因为害怕坠机。	Tā bùhuì cheng fēijī yīnwèi hàipà zhuìjī.	She won't take an airplane for fear of a crash.	[sound:332944.mp3]
他们的旅行因为火车延期了。	Tāmen de lvxing yīnwèi huǒchē yánqī le.	Their journey was delayed because of the train.	[sound:333002.mp3]
他睡着的时候，打呼声很响。	Tā shuìzháo de shíhou, dǎhū sheng hěn xiang.	While sleeping, he snored loudly.	[sound:333394.mp3]
许多年轻女孩喜欢这个歌手。	Xǔduō niánqing nvhái xǐhuan zhège gēshoǔ.	Many a young girl likes the singer.	[sound:333438.mp3]
首先，我要听听双方的意见。	Shoǔxiān, wǒ yào tingting shuangfang de yìjiàn.	First, I should hear both sides.	[sound:333844.mp3]
她会把她的照片给想要的人。	Tā huì bǎ tā de zhàopiàn gěi xiangyào de rén.	She will give her picture to whoever wants it.	[sound:334072.mp3]
要我解释给你听是不可能的。	Yào wǒ jiěshì gěi nǐ ting shì bù kěneng de.	It's impossible for me to explain it to you.	[sound:334169.mp3]
医生，请给这孩子急救。	Yīsheng, qing gěi zhè háizi jíjiù.	Doctor, please give this child first aid.	[sound:332451.mp3]
他给我讲述了他的一生。	Tā gěi wǒ jiangshù le tā de yīsheng.	He told me the story of his life.	[sound:332594.mp3]
你乘飞机还是乘火车去？	Nǐ cheng fēijī háishì cheng huǒchē qù?	Are you going by air or by train?	[sound:332924.mp3]
他的故事一部分是真的。	Tā de gùshi yībùfen shì zhēnde.	Part of his story is true.	[sound:332940.mp3]
他半夜打了个电话给我。	Tā bànyè dǎ le ge diànhuà gěi wǒ.	He gave me a ring at midnight.	[sound:333194.mp3]
他们有他们自己的文化。	Tāmen yoǔ tāmen zìjǐ de wénhuà.	They had a culture of their own.	[sound:333199.mp3]
不要再让这种事发生了！	Bù yào zài rang zhèzhong shì fāsheng le!	Don't let that happen again.	[sound:333710.mp3]
我爸爸经常去美国出差。	Wǒ bàba jingchang qù Měiguó chūchāi.	My father often goes to America on business.	[sound:334243.mp3]
他考试拿了满分是真的。	Tā kǎoshì ná le mǎnfēn shì zhēnde.	It is true that he got full marks on the test.	[sound:334260.mp3]
我能看一眼那本杂志吗？	Wǒ neng kàn yīyǎn nèi běn zázhì ma?	Can I have a look at the magazine?	[sound:334833.mp3]
伦敦有很多漂亮的公园。	Lúndūn yoǔ hěn duō piàoliang de gongyuán.	There are many beautiful parks in London.	[sound:335023.mp3]
